title,link,content
How to: Internship,https://internationalstudents.blog.liu.se/2022/04/18/how-to-internship/,"


It is internship season: How I found my internship spot
This is not the case for all Master’s programmes, but for mine (Ecology and Sustainable Development), a six-week internship is mandatory and part of the programme. On the one hand, this is very exciting because you get an insight into the possible everyday working life, but on the other hand it is also a bit nerve-wracking when you have to find your own workplace that will take you in. And of course you can always do an internship in summer, if you want to broaden your work experience and explore what work you would enjoy. So, in this blog I will talk a little bit about how my experience was looking for my internship spot, and what I ended up with!
For my program, you could do your internship anywhere as long as it had something to do with your studies and was approved by your professor. However, when I applied for internships abroad, I was unfortunately often rejected because at that time companies often couldn’t take interns due to Covid.
I know everyone says this, but I would really advice you to start looking for places early enough. This does not always mean that you will get a speedy reply, but it will at least allow you to contact many different places or receive further instructions from companies that either want to know more about you or redirect you to another contact.
When it comes to finding places to apply to, I basically googled a lot. I would start with NGOS and companies I knew of and was interested in and would look into their partner organisations and associations and work my way through all of their websites to find out what kind of work they did, if I was interested in their projects and if they perhaps were even offering applications for volunteer work or internship places on their websites.
I prepared a CV and motivation letter template and whenever I contacted a workplace I would adapt and customise the CV and motivation letter to the place of interest. I found that oftentimes it takes quite long to hear back from  companies, so don’t be discouraged if you don’t hear anything back for a while and keep looking! Some places I have applied to have not even replied to my emails, and it is quite possible that I have not contacted them via an email address they use to handle such enquiries. So try to find an email address that is responsible for processing applications or call the company if you are in doubt.
If you study Ecology, Biology or a similar subject here is a potential list of interesting places you could look into to contact for an internship here in Sweden:
Amazon Watch Sweden, County Administration Board (Länsstyrelsen),  Uppsalastiftelsen, municipalities (Motala, Linköping, Norrköping and others), The Swedish Museum of Natural History, Swedish Hunters’ Association (Jägarförbundet), Swedish Anglers Association (Sveriges Sportfiske- och Fiskevårdsförbund), The Swedish Carnivore Association (Rovdjursföreningen), The Swedish Society for Nature Conservation (Naturskyddsföreningen), The Swedish Forest Agency (Skogsstyrelsen), NIRAS, Pratensis AB,  Naturum Tåkern, Swedish Meteorological and Hydrological Institute
Finally I decided to do my own internship at Station Linné on Öland. Station Linné is a research station that is mostly focused on insects but also thematises plants and other projects. As of now, I have spent one full week at my new internship and it has been incredibly fun… but I think I will talk a bit more about my time here in my next blog, when I can give you a better overview of the things you can do here after working for a longer period of time.
Sneak peak into my work at the station
I wish you luck on finding your own internship, and that it will be something that gives you joy!
Oh, and Happy Easter to everyone who celebrates it!:) Anyways, hope you are doing well, talk to you soon, //M.
 
 
FacebookTweetPin







Comments are disabled for this post






                                      About me                                    



                                      Student life                                    





"
#5 reason for why I decided to study my program in Science for Sustainable Development (SSD),https://internationalstudents.blog.liu.se/2022/04/12/5-reason-for-why-i-decided-to-study-my-program-in-science-for-sustainable-development-ssd/,"


 
I always wanted to be part of the solution, for me a person coming from a developing country always wanted to find a way to have a sustainable future for myself and for the coming generations. Which means I need to have innovative and creative solutions where I can make the desired change. So, when I decided to study a master’s program, I knew I want something that can relate the current problem to creative and smart solution but without creating new issues. So, I did my research to find the best program that suits me and meet my targets and expectations.
Here are my #5 reasons for why I decided to choose the master’s program in Science for Sustainable development at Linköping university.
 

I wanted to mix between social science and natural science in order to be able to explore the complexity of the sustainable development issues. The program is providing this mix and even if you are not expert in natural science or even have no background in this specific area you still be able to understand and learn new things that is natural science background.

 

I wanted to find a program that is focuses on the UN sustainable development goals or Agenda 2030. So, I found that the SDD is meeting this requirement as I wanted to align what we have in our societies to the principles of sustainable development. The program actually gave me the opportunity to analysis specific issues and relate it to respond the SDGs.

 

I was looking for a global perspective and study issues and challenges that are in concern for the whole globe and also affecting the whole globe. So, what I found is that the program addresses global environmental changes and social transformations which I found a good opportunity to learn the best practice in order to make societal transformation on a small scale.

 

The program is international, which for me means, different backgrounds, different cultures, and different learnings and perspectives. I see this point itself is super important when we are trying to tackle global challenges is to have different mindsets and perspectives.

 

The last reason was the broadness of the program which I found interesting as it is not limiting you to specific career or field, but it is connected to everything where I can work as researcher, policy maker, in the public or private sector, and even if I want to continue work in academia.

 
So, these are my reasons for my decision to choose this master’s program, how do you find them? Do you need to know more? Please write your questions or comments below here and I will answer you ?
FacebookTweetPin







Comments are disabled for this post






                                      Uncategorized                                    





"
#5 reasons why I decided to study in Sweden,https://internationalstudents.blog.liu.se/2022/04/12/5-reasons-why-i-decided-to-study-in-sweden/,"


In this blog I want to tell you way I decided to come and study in Sweden. Back in my home country I was working for an international company as facilities & services head where I was mainly responsible to implement sustainable projects and initiatives. All these projects were related to the sustainable development goals. Also, I am an active person who is involving a lot with civil society and voluntary work. I was always passionate when I participate in these kinds of things. But I always had the feeling that I am missing the science, the know-how, and theoretic approach.
So, I decided to expand my competencies and upskill myself and opted to study a master’s degree in sustainable development. I did my research to find the best place on the planet where I can get all the learnings and information needed to improve myself, and Sweden was number #1. The more I google and do my research the more I get convinced that Sweden is the best place for me, so below I will list my #5 reasons for why I decided to study in Sweden:

As I wanted to study Sustainable development, I found that Sweden is one of the top sustainable countries around the globe to study this topic there.
The quality of education in Sweden was one of the main attractions, the teachers and the whole system concern more about the learning outcomes not the grades. I am not saying that the grades are not important, but they care more about how much information that you grasped and can reflect upon it from your perspective. Also, the education system here is encouraging you to be self-study independent where you dig by yourself to find the information which I find way more independent and beneficial. Moreover, the concept of the group work and the group discussion is really great way to share learnings and experiences and I see it prepares me to the professional life where you have to discuss, negotiate, and sometimes challenges people and yourself to achieve better outcomes.
The nature, what I would say here is that the nature in Sweden is just FABOLUS, there are plenty of places where you can relax, thousands of lakes where you can enjoy the water and the fresh air, and many many more of freshwater streams, rolling hills, and of course forests.
The work-life balance, it is with no question works best for me. It is a concept where you learn just to appreciate every moment you are living. So, if you work then you work hard and if it is your break time then you need to enjoy it to the maximum. And the studies here are designed to be only during working days and not weekends.
The culture and the Swedish people was my fifth reason to come here, the people are so friendly and they have the willingness to help you if it is possible. They are so funny. But I want to say they are shy until they know you or in other words you need to unlock them ? to just build a strong relationship with them.

FacebookTweetPin







Comments are disabled for this post






                                      Life in Sweden                                    



                                      Student life                                    



                                      Uncategorized                                    





"
Worried about accommodation? Let's solve this puzzle,https://internationalstudents.blog.liu.se/2022/04/08/accommodation-puzzle/,"


Finding accommodation, can be very tricky, or tedious sometimes. Still, you can’t skip this step. You need a roof to sleep. 😉 There is a separate system in Sweden to find housing. We will solve this puzzle here.
You can find several types of accommodation, including corridor rooms, studio apartments, shared flats, and individual apartments. All these accommodations can either be furnished or unfurnished. The rent amount varies accordingly. These housings are at several locations, including Ryd, Flammen, Valla, City center, and others. Ryd happens to be the largest student area and closest among all.
How to get accommodation?

Sign up on the housing company websites (1 point each day, after you sign up).
To create an account, just register your normal details like Name, Address, Email and maybe contact number.
If they need a personal number, you can choose foreigner option and use your birthdate format as a personal number.
When these companies list out the vacant rooms on their website, (probably in May, June, or even July), you can click on show interest in those properties (max 5 at a time)
After several days, these accommodations are offered to the ones who have shown interest and has highest points among all.
If they accept within certain period, they get it. In other case, it is offered to the one with the second highest points and it goes on.

What to expect ?

In a corridor room , you get a separate room with toilet, however the kitchen and living area is mostly shared among 8 people.
The usual size of a corridor room is around 20 meter squares.
Student apartments can have 2-5 rooms (bathroom is shared in most cases)
In a furnished room, you can expect a bed, study table, chair and a book shelf.

Be Careful !

If you are looking for an accommodation through direct owners of individual apartments(eg; Facebook groups), it is recommended to not pay them, until you come here. (SCAM ALERT)
Check out KOMBO’s tips on scammers:
https://bostad.karservice.se/en/pages/visit/100099 

Most of the student housing have Electricity, Internet cost and Laundry included in the rent. Few of them also have free detergents.
IF YOU HAVE NOT SIGNED UP, SIGN UP NOW TO START COLLECTING POINTS.
IT IS FREE TO REGISTER ON THESE WEBSITES.
In Linköping, the most common student housing companies are Heimstaden and Studentbostader.
The links of several housing companies for Linköping is shared below.
Student Housings:

Heimstaden
Studentbostader
Colonia
StudentBo (offered by Norrköping Municipality)

Facebook Groups:

Lägenheter i Linköping – Öppen grupp
Lägenheter i Linköping
Accommodation for Students @ Linköping

To find more details on housing, please check this detailed article at Linköping University website.

Liu Article – Accommodation

I hope you find this blog helpful. If you still have doubts, feel free to ask in the comment box below.
Hope to see you soon at Linköping University.
# Stay_tuned
// Abhijeet
FacebookTweetPin











Soulaimene Jaoua says: 

April 9, 2022 at 4:42 pm 
Dear all,
I have been admitted to a master of computer science. I am looking for a dorm to live there. How to apply for a dorm ?





Abhijeet Anand says: 

April 9, 2022 at 5:44 pm 
Student dorms are called “corridor rooms” here.
Please register yourself on above provided links of student housings.







Aswath says: 

April 9, 2022 at 5:42 pm 
Abhijeet, thank you for sharing all this information. Had 3 questions:
1. If the program is in Linkoping, then it would be in campus Valla only, right? I am assuming that there are no other campuses in Linkoping.
2. I don’t see any accommodations available now in heimstaden or studentbostader available for August. When will they start appearing?
3. For the Colonia option, we have to register in byggvesta to get in line. However, for the registration, the Swedish personnummer is required which we will get only after applying for the residence permit. So, will we have to wait till then to get in line for Colonia?





Abhijeet Anand says: 

April 9, 2022 at 5:52 pm 
1. We have 2 campuses in Linkoping. Campus – Valla and campus US. Please state your program name. I will help you then.
2. Available accommodations will probably get listed by end of May or maybe in June. Keep checking the websites regularly or send them an e-mail about the same.
3. Unfortunately, in that situation you can’t get a room at Colonia. Stick to other student housing companies which don’t need Swedish PNumber. 
Don’t worry too much. Show your interest as you see any available property.







Nkiru Duru says: 

April 13, 2022 at 11:39 am 
Thank you so much for this guide in getting accomodation. However i intend to arrive Sweden with my family for the period of my studies. Can you kindly advise on the best housing company that can get accomodation for a family of 5. Thanks





Abhijeet Anand says: 

April 16, 2022 at 10:57 am 
Dear Nkiru,
I am glad you found this blog useful.
On the above provided housing company links, you can look for 3 room apartments. Or, you can join the above mentioned facebook groups and check for available accommodations.







MLAY LAURANCE Judica says: 

April 15, 2022 at 7:16 am 
Hello
Admitted to Ageing and social change Narroping am looking for accomodation please I need your help I want to stay Narroping  furnished corridor room or student apartment.





Aidan McGirr says: 

April 16, 2022 at 9:28 am 
Hi there! I’m the student ambassador living in Norrköping, so happy to help with this question. 
There are two main options for getting housing here in Norrköping: going through student accommodations or going through a private party/landlord. 
I would recommend you read through this LiU page to get more information about each type of housing (https://liu.se/en/article/accommodation). 
However, just generally, people acquire student housing through a service called Studentbo. That service will then let you choose which student accommodation you’d like to live in based on size/(non)furnished/location/etc. 
If you decide to seek non-student housing, there is also some information on this at that accommodation link. Some people also use Facebook Marketplace or other services to find housing, though I would be careful of these to make sure you are going through a reputable lender. 
All the best on your search!







Adhiraj Sharma says: 

April 16, 2022 at 8:05 am 
Hi Abhijeet,
I have been admitted to ‘Industrial Engineering and Management’. Very happy at this moment.
I have signed up in studentbostader and also had an offer for corridor room. But I could not accept it because my arrival is in Aug. 
Can I know few things?
1. Can I accept the next offer if given or should only apply in the month of june or july?
2. If I accept now, then can I start moving in the month of Aug or I have to move in too early?
3. Also can I pay the rent after I reach there or need to pay online?
4. Should I have housing insurance for corridor rooms?
5. Also can you please explain the free rent of two months of june and july. How does this work?
Looking forward for your reply.
Thanks a lot!





Abhijeet Anand says: 

April 16, 2022 at 10:55 am 
Hi Adhiraj,
Congratulations on getting admitted at Linköping University.
1. Yes, you can accept the next offer.
2. When you show interest in any property, the availability date of that property is mentioned in the Ad. Wait for some time, when they release the properties that are available from August, show interest in those.
3. You can pay the amount to student housing companies when you get the contract online, probably in the month of July. If you find the accommodation through facebook/ individual owners, I would suggest not to pay them in advance.
4. Yes, You should have the housing insurance.
5. Basically, the total rent for a year is divided by 10, which you pay monthly. So, you don’t pay the rent for June and July. Different housing company may have different rules. For example, if you join any housing company in the month of May and expect no rent in June and July, it probably won’t be possible.  Kindly check the detailed rules on their websites.





Adhiraj Sharma says: 

April 18, 2022 at 3:55 am 
Thanks a lot!









Sanath Kumar says: 

June 28, 2022 at 3:43 am 
Hi Abhijeeth,
Thanks for your valuable information.
I am admitted to LiU as a PhD student at IFM. I have got an offer for an unfurnished 1 room apartment in Lambohov area. 
My queries are:
1) Once I sign the online agreement, how do i get the keys upon arrival?
1) How easy and cheap to get furniture in Linkoping such as second hand store?
2) Whether the housing company offer any service (paid) to shift purchased furnitures to the apartment? or the stores (JYSK, IKEA) offer any service?
Looking forward to your reply.
Thank you!,



Comments are disabled for this post






                                      Life in Sweden                                    



                                      Student life                                    





"
Admitted! Now what?,https://internationalstudents.blog.liu.se/2022/04/07/admitted-now-what/,"


Have you been admitted to Linköping University? Congratulations!!!
I was really excited to have been accepted but my first thought was: what do I do now? So, here are a few steps that might help you to make your move as easy as possible.
First check all in important dates for your programme. While you do not have to accept our place in the programme on the University Admission website, you have to appear for your mandatory Roll Call in order to study at LiU. If you do not attend this, you will lose your place. There is also a lot of welcoming event and of course the official arrival days. You can find a general overview of relevant dates  here. For all fee-paying students it’s also important to check the dates for the scholarships. The application this year is from the 7th to the 10th of April. You can find more information on this here. Also remember the deadline for the tuition payment, which is the 1st of June 2022.
These dates should give you an idea of when you need to be in Linköping at the latest. I recommend you come to Sweden a few weeks before the official start of the semester, so you have time to settle in, get to know Linköping and your classmates.  Based on this you can start looking for housing. Housing is easiest found by signing up at the housing companies Heimstaden and Studenbostäder. As soon as you find a corridor room or apartment you are interested in and that fits your moving timeframe, apply for it! You can apply for several inserts at the same time. This increases your chances of getting one of them. Also, you have to be a bit patient, as the companies often take their time to answer. If you choose to look for other housing offers, make sure they are legitimate.
As a fee-paying student you should also start applying for a resident permit. This process can take some time and the sooner you get it done the better. This way you can arrive in Sweden on time without big issues. You will find more information here.
If you are staying in Sweden for more than 12 month you might want to get a Swedish Personal Number, which makes life here a lot easier. There are a few documents you will need to present for example a valid passport, a European ID is not excepted. The necessary document differs from your country of origin. You will find all necessary information on the Swedish Tax Agency website. Having everything already prepared when you get here can help speed up the process.
There is a lot to think about but I hope this helps you in starting your journey to Linköping. Feel free to ask any of us ambassadors for more help!
See you soon in Linköping. Until then, all the best,
Emily
FacebookTweetPin











John Anwuzia says: 

April 7, 2022 at 4:28 pm 
Thank you Emily. I really appreciate all your advise.
I have been trying to register in student bostader but i don not have a social security number to proceed.
Please, i will appreciate it if you can send me other accommodation links so i can register and start acquiring queue points for accommodation.
Thank you in anticipation of your assistance.
John





Emily says: 

April 7, 2022 at 5:26 pm 
Hej John,
You should be able to register with Studentbostäder regardless of the personal number. You just have to select ‘No’ on the Personal Number option. It then simply ask for your birthday (yyyymmdd or yymmdd). It’s similar at Heimstaden.
Kind regards,
Emily







Aswath says: 

April 10, 2022 at 2:52 am 
Thanks for the content Emily.
Is the process of getting the swedish personal number different from the process of getting the resident permit. If it is so, when do you recommend we start applying for the Personal number?





Emily says: 

April 10, 2022 at 9:03 am 
Hej Aswath,
Yes, it is a different process. You will need your resident permit before being able to apply for the personal number. You can find all the documents you require on the Swedish Tax Agency website. You also have to be in Sweden to apply as you have to hand all requirements in.
All the best,
Emily







Kanu obinna williams says: 

May 30, 2022 at 7:46 am 
Am newly admitted student on postgraduate programme to study ethnic and migration studies,I paid tuition fee on 16th may 2022 uptill now it has not been received by linkoping and deadline is next tomorrow,hope it won’t affect my admission offer If it doesn’t come .





Ifeoluwa says: 

June 12, 2022 at 8:46 pm 
Hello Emily
Thanks for this great information so timely and helpful. I will be coming with my husband and daughter I learnt there’s student accommodation for those that are coming with family, I will be needing a student family apartment can you help me on how to go about it? thank you!





Emily says: 

June 13, 2022 at 5:32 am 
Hej,
I suggest you look for apartments offered on the websites of Heimstaden and Studentbostäder. You will need to be quick with your application though as the apartments are much requested. And don’t give up, eventually everyone finds a place.
I hope you find something!







Alba says: 

June 20, 2022 at 11:28 am 
Hey Emily, thanks for the info! I registered at Studenbostäder some months ago but it says that students starting on the spring semester cannot apply till the 12th of July. I’ve seen that most people has a lot of queue points and I’m starting to worry. Do you know any other way to get housing? Or do you think it will be okay through Studenbostäder? Also, do you know if people are selling their second-hand furniture for unfornitured rooms?
Thank you 🙂





Emily says: 

June 22, 2022 at 8:02 am 
Hej Alba,
I recommend you look at Heimstaden as well. They do not use the queuing system and you can already apply.
There are a lot of second hand stores around to get funiture, there is even a LiU Second Hand Store which offers transportation at certain time in the semester. You can even try and get some for students that are leaving.
I hope it all works out,
Emily





Comments are disabled for this post






                                      Student life                                    





"
Norway Road Trip,https://internationalstudents.blog.liu.se/2022/04/04/norway-road-trip/,"


Road trip adventure through Norway
I’ve said it a few times already, but living here in Linköping has really opened up great travel opportunities for me, and I never thought I would experience so many amazing things in just one year.
On Friday 25th of March, I finished my last class with a presentation and a debate, and my friends and I decided that we had earned a few days off before jumping back into work. We thought about travelling for a while and initially wanted to stay in Sweden, but two of my friends are from here, so we wanted to go somewhere none of us had been before…. so Norway it was.
We were able to borrow a car from a friend’s parent and left for Norway early Saturday morning. I can’t explain to you how much I was looking forward to it…. Firstly, I never thought I would be able to travel around Norway anytime soon because the country is notoriously expensive and I’m on a student budget, and secondly, I won’t be able to see my friends for a while because we’re all starting our internships soon and I’ll be away collecting data for my Master’s thesis after that, so this trip came at the perfect time.
Our first destination was Lillestrom, a municipality very close to Oslo, where we booked our first Airbnb for the night. By not staying in Oslo directly we were able to save a lot of money on lodging and still get a really nice Airbnb.
    
These were some of the views from our flat! We had a huge terrace overlooking a lake and could also use the sauna! To save money further, we drove our car to the train station in Lillestrom, parked it there and took the train to Oslo. This saves high parking costs and a hefty toll to drive into town!
It only took about 10 minutes to reach the city.We explored Oslo for the rest of the day, and watched the sunset from the opera house before returning to our Airbnb and ending the day with a Sauna.

This is a floating sauna, and people actually jumped into the water afterwards. In the back you can see the opera house.

 
The next day, we left early again, since we had many stops planned along the road to our next Airbnb.
We first stopped in Jevnaker to check out the Kistefos museum. It is actually still closed, since it is not really “tourist season” yet, but the building itself was really intriguing, and there were many sculptures we were able to check out also.

Our next spot was 100% spontaneous and hilarious. My friend spotted a meteorite sign, and we excitedly decided to check it out, in hopes of seeing a spectacular crater or something along the lines. Turns out, it was a flat surface… covered by snow, LOL. the drive there was still very pretty and it gave us a good laugh.
The sign that started it all
Next we went to see our first waterfall. The walk there was quite tricky because it was covered in snow and ice, but it was undoubtedly worth it. The colours of this place were just stunning. And you had to cross a hanging bridge to see the waterfall, which gave me serious explorer vibes.
Location: Rjukandefossen

Throughout our drives we also had many (unglamorous) snack breaks, with fantastic views of fjords and incredible mountains. We brought all our food from Sweden, and did not eat out, which saved us a lot of money and made traveling through less populated areas a lot easier.
An unholy amount of bread, hummus and peanut butter was consumed on this trip
 
Next we stopped to see the Borgund Stave Church, which was really impressive and ominous at the same time. At one point the sun came out and shone directly on the church, which made it look even bigger and the roof designs even more intricate.

We often also made stops in little towns. There were so many interesting and beautiful houses in Norway, and I loved driving through them and the areas they were situated in.
We then arrived in Aurlandsvangen, where we would stay for the night. Easy to say that this was one of the most beautiful places I have ever seen or stayed at. Our Airbnb was situated right by the Fjord, which made for some spectacular evening and breakfast views. We also drove higher up the mountain to get to a viewing point of the fjord. After enjoying the view we cooked some pasta and enjoyed the jacuzzi bathtub before turning in for an early night.




Once again, we left quite early, since we had a few stops on our schedule again. First we went to Skulestadmo, to see a beautiful waterfall. Non-frozen this time.

Then we continued on to Granvin, for another waterfall, much bigger than the one before and truly impressive. We encountered more snow this way, so the walk to the waterfall was not super easy and resulted in many wet socks. The views were definitely worth it though.
     
Then we went to see another waterfall in Voringsfoss. Apparently the biggest of them all, and let me tell you, I was not ready for this view:

After all of that we made our way into Bergen, where we spent the rest of our day and also the next morning. I absolutely loved our stay there! We totally lucked out with the sunny weather and the city was bustling. There were a ton of cute cafes, and some of the most beautiful small houses I have ever seen. Every alley was worth exploring and I could have easily spent a few more days there just walking around.
      
      
The next day, after lunch we made our way to Roldal. We did not have as many stops on the way, but still saw numerous beautiful waterfalls and fjords. We also took the ferry at one point, which was exciting in itself.
     
The closer we got to Roldal the more the area resembled a snow desert, and the views were simply incredible. We were really lucky and the roads were cleaned and dry, so we could truly enjoy our drive high up in the mountains. Once again our Airbnb had incredible views. If you also want to go to Norway I would really advice you to go with more people and maybe not in the “tourist seasons” as we were able to get great lodgings for affordable prices that way. After settling in to our apartment we went sledding right in front of our lodge and ended the evening with a home cooked meal and a cozy movie night.



The next day we then left the icy cold and made our way south, for our last night’s stay in a beach cottage in Sweden in Grebbestad. Once again, our Airbnb was really lovely and close to the beach and we enjoyed the most sunny weather. My Swedish friends actually took a swim in the ocean and I am sorry to admit that I was not brave enough to go that far, lol. We had a walk on the beach, watched the sunset and then cooked and enjoyed the rest of the evening inside.
   
    
On our way back to Linköping we made a final pit stop in Smögen to walk around a little and then in Göteborg for lunch before we arrived back home at 5pm.
I know this is a very lengthy blog post, but if you ever decide to go to Norway, I hope you can find some places here to visit yourself! I really enjoyed this trip and am so grateful for my amazing friends who I could share this experience with.
Now it is time for me to go back to work, before I leave for my internship soon, which I will update you about in my next blog post. Take care, and talk to you soon, //M.
 
FacebookTweetPin







Comments are disabled for this post






                                      Life in Sweden                                    



                                      Student life                                    





"
Learning Swedish,https://internationalstudents.blog.liu.se/2022/03/23/learning-swedish/,"


Learning Swedish is one of the things that I haven’t quite mastered as usually everybody speaks English, but I’m working on it. There are several different classes or courses you can take in Linköping. Here are a few options:
LiU Swedish for foreign student
An easy option is applying for the Swedish course offered by the university. It is a 7.5 credits course which takes place during the semester. It is usually 3 hours of class per week and uses the Rivstart books. Due to the pandemic, there are online options as well as on Campus options, but this always depends on the teachers. The application is done via the university admission page. You can find more info on this here. Usually you will also get some information via email before the semester starts.
Exchange Student Intensive Course
As an Exchange student, including Erasmus student, you have the option of doing a one month long Swedish Intensive Course offered by the University. This takes place in the month of August which means you would have to be in Linköping early (which I would recommend in general, so you can enjoy the last days of summer). By the end of the course you will have an A1 language level according to the Common European Framework of Reference. If you are an exchange student, you will be informed about this via email and can apply to the course.
SFI – Swedish for Immigrants
If you are staying in Sweden for the entirety of your programme, Bachelor or Master, and you have gotten your personal number, you can apply for Swedish for Immigrants. These are classes offered by the city that are free of charge. You can choose between times during the day and different school locations or an online option. It’s at least 6 hours of class per week (2x3h). After you applied online someone will call you and ask some more specific questions to place you in the most fitting level. You can find more information here.
And finally, I recommend you have a look at basic phrases before coming to Sweden. You can do that with language apps or videos on YouTube which are especially helpful cause you can hear the proper pronunciation. This is an account I really enjoyed where you learn 5 new words each day.
All the best Emily
 
FacebookTweetPin







Comments are disabled for this post






                                      Life in Sweden                                    





"
Hiking at Klevberget,https://internationalstudents.blog.liu.se/2022/03/21/hiking-at-klevberget/,"


Some time ago, some friends and I decided that we wanted to go on another hike, despite the cold weather and early darkness, and I am so glad we did!
So on a Saturday morning we took the country bus 540 towards Hallstad, Rimfosa and went on this scenic little hike. For a while we walked through a little town, which allowed us to see some really beautiful houses and also talk to a very kind resident, that gave us a lot of hiking tips for future trips.

Then we decided to walk up a hill to get a view over the area and a close by lake. At first I wasn’t sure if this was a good idea, since there was a little snow on the way and it was quite steep, but we were all wearing good shoes and made sure to go slow, so there were no problems. If you decide to do this hike as well, and go to the lake, definitely go up this hill first, the view is really worth it! I also want to go back to this place in spring or summer, I imagine it would be an even better experience then.
Follow this sign! This is were you can go up the hill and enjoy the pretty view


 
 
 
 
 
 
 
 
 
 
 
 
 
 
After we had a quick little lunch break on top of the hill, we made our way down again and walked further until we reached the lake. That took roughly another 15 minutes. At the lake we had a nice tea break until we started to get quite cold and made our way back to the bus stop. Overall we walked about 12km, and it was a really enjoyable little winter hike.


Definitely check the area out if you are looking for some hiking routes, and if you don’t mind taking a little longer bus ride! Hope everyone is doing well, talk to you again soon, /M.
FacebookTweetPin







Comments are disabled for this post






                                      Life in Sweden                                    





"
Educational differences,https://internationalstudents.blog.liu.se/2022/03/19/educational-differences/,"


Coming to a new land, I was ready to embrace new weather, new people, new friends, a new house, a new lifestyle, and new culture. I knew the teaching methodologies are way different from my home country. However, there were a couple of facts for which I was not comfortable initially. But, you know, you get adapted with time.
Let’s me tell you 5 amazing facts:

Academic Quarter:
Swedes are very punctual, but please don’t be surprised if you find them 15 min late to the class. This is a Swedish tradition to start the class 15 min late. Long back, when everyone didn’t have the pocket watch, the church bells were the best mode of timekeeping. After hearing the church bell, students were aware of the class to start in the next 15 min. Now, even when everyone has a smartphone, Sweden is happy to carry its tradition of “Academic Quarter”.
Please note: This rule doesn’t apply on exam days. Yes, you read it correctly. You will not be allowed to write the exam if you are late even by a min.
The Number of lectures:
Back in my bachelor’s, I remember attending class from 8 AM to 6 PM with just 2 breaks in between. I was surprised to see soo few lectures here. I usually have either 1 or 2 lectures a day. Each lecture is 2 hours long, with a 15 min academic quarter and 15 min break in between. There are even days when there are no lectures. And, of course, no classes on Saturday or Sunday.
Assignments:
Students are expected to study 8 hrs daily or 40 hrs a week. How is that possible with so few classes? Assignments. Yes, the academic system here is designed in a way that students do self-study more than attending just the lectures. There are either regular submissions to the assignments or submission of all the assignments at the end of the period. Oh, what is a period?
Period = Semester/2:
The biggest difference that I found, was the concept of Periods. One semester is divided into 2 periods. Each period has 2-3 courses and labs related to these courses, which in total sums to exactly 15 credits. Now, I find this concept of periods so fascinating because I am focused on just few courses for 2 months, rather than studying too many courses for an entire semester.
Side-effects: You have the exam every 2 months
Digitalization:
Everything here is so well arranged digitally. Registering for courses/exams, timetable, exam results, exam statistics, any update, course-related documents, assignment submission or even selecting your group member for a particular course, everything can be done digitally. During this pandemic, along with classes even lab sessions were handled digitally with remote access to university computers.
BONUS: Exam results are not announced in public. Students can see only their result after logging in to their account.

P.S.: These insights are related to my program. It can also be different in other programs. For instance, some programs have only home exams.
I hope you enjoyed reading this. Put your views in the comment box below.
#Stay_tuned
// Abhijeet
FacebookTweetPin











Naveen kumar says: 

April 10, 2022 at 2:59 pm 
Thank you Abhijeet. That gives me an idea of what to expect!





Abhijeet Anand says: 

April 10, 2022 at 8:53 pm 
I am glad that you found this blog useful.
Stay tuned for further informational and fun blog posts.







Fauzia Tanko says: 

April 12, 2022 at 12:05 pm 
This really helps. Thanks





Abhijeet Anand says: 

April 12, 2022 at 12:10 pm 
I am glad that you found this blog useful.
Stay tuned for further informational and fun blog posts.





Comments are disabled for this post






                                      About me                                    



                                      Life in Sweden                                    



                                      Student life                                    





"
Thinking of my third semester!,https://internationalstudents.blog.liu.se/2022/03/16/thinking-of-my-third-term/,"


As a master’s student with 120 credits, I have the option to choose between taking elective courses or doing an internship. For me it is not an easy decision because sometimes I think that learning studying new courses will open up my mind into new topics and different niches. Since my program is interdisciplinary one, I believe studying other courses in different areas would benefit me if I am thinking of specific career path.
The other option, which is to find internship, in my opinion it is very stressful as you have to find the internship by yourself. That’s mean you need to put extra effort to find a suitable one that fits your interests. I also believe that the practical experience is way beneficial than only studying because the work environment on its own can teach you important skills than any course cannot do! But to find an internship is not that easy and a bit challenging. After doing my research and asking other students you need to follow some steps and keep yourself optimistic and have some hope.
The first thing is that we need to start as early as we can to find good place that suits our qualities and meet correlated to the career path that we want to follow. We need to write outstanding motivation letter or whatever you call it (personal letter/letter of interest) but whatever it is called you need to write one that make you unique and standing out from other applicants. In that letter you need to write about your education background, your experiences (if you have) or you instead you can include your voluntary work as the employer consider it as a work experience. You also need to highlight why you are the best one for this internship, what are the qualifications and skills that are needed for this position. Maybe you also need to include some achievements that you have accomplished to show the outcomes that you got.
There are maximum or minimum applications that you need to apply on. What I have heard from a lot of students is that the more you apply the more chances you can expect to get an interview appointment. Till the moment I am writing this blog, I am still thinking which path works for me best, but I believe I have to follow both options to not at least lose any opportunity.
FacebookTweetPin







Comments are disabled for this post






                                      Uncategorized                                    





"
